Date,Season,Matchday,HomeTeam,AwayTeam,FTHG,FTAG
2015-03-21,2014/2015,26,Stuttgart,Ein Frankfurt,3,1
2015-03-21,2014/2015,26,Schalke 04,Leverkusen,0,1
2015-03-21,2014/2015,26,Hannover,Dortmund,2,3
2015-03-21,2014/2015,26,FC Koln,Werder Bremen,1,1
2015-03-21,2014/2015,26,Freiburg,Augsburg,2,0
2015-03-22,2014/2015,26,Bayern Munich,M'gladbach,0,2
2015-03-22,2014/2015,26,Mainz,Wolfsburg,1,1
2015-04-04,2014/2015,27,Dortmund,Bayern Munich,0,1
2015-04-04,2014/2015,27,Ein Frankfurt,Hannover,2,2
2015-04-04,2014/2015,27,Freiburg,FC Koln,1,0
2015-04-04,2014/2015,27,Hoffenheim,M'gladbach,1,4
2015-04-04,2014/2015,27,Leverkusen,Hamburg,4,0
2015-04-04,2014/2015,27,Werder Bremen,Mainz,0,0
2015-04-04,2014/2015,27,Wolfsburg,Stuttgart,3,1
2015-04-05,2014/2015,27,Augsburg,Schalke 04,0,0
2015-04-05,2014/2015,27,Hertha,Paderborn,2,0
2015-04-10,2014/2015,28,Hannover,Hertha,1,1
2015-04-11,2014/2015,28,Schalke 04,Freiburg,0,0
2015-04-11,2014/2015,28,Mainz,Leverkusen,2,3
2015-04-11,2014/2015,28,Paderborn,Augsburg,2,1
2015-04-11,2014/2015,28,M'gladbach,Dortmund,3,1
2015-04-11,2014/2015,28,Bayern Munich,Ein Frankfurt,3,0
2015-04-11,2014/2015,28,Hamburg,Wolfsburg,0,2
2015-04-12,2014/2015,28,FC Koln,Hoffenheim,3,2
2015-04-12,2014/2015,28,Stuttgart,Werder Bremen,3,2
2015-04-17,2014/2015,29,Ein Frankfurt,M'gladbach,0,0
2015-04-18,2014/2015,29,Leverkusen,Hannover,4,0
2015-04-18,2014/2015,29,Hoffenheim,Bayern Munich,0,2
2015-04-18,2014/2015,29,Hertha,FC Koln,0,0
2015-04-18,2014/2015,29,Freiburg,Mainz,2,3
2015-04-18,2014/2015,29,Augsburg,Stuttgart,2,1
2015-04-18,2014/2015,29,Dortmund,Paderborn,3,0
2015-04-19,2014/2015,29,Werder Bremen,Hamburg,1,0
2015-04-19,2014/2015,29,Wolfsburg,Schalke 04,1,1
2015-04-24,2014/2015,30,Mainz,Schalke 04,2,0
2015-04-25,2014/2015,30,Stuttgart,Freiburg,2,2
2015-04-25,2014/2015,30,Hannover,Hoffenheim,1,2
2015-04-25,2014/2015,30,Hamburg,Augsburg,3,2
2015-04-25,2014/2015,30,FC Koln,Leverkusen,1,1
2015-04-25,2014/2015,30,Bayern Munich,Hertha,1,0
2015-04-25,2014/2015,30,Dortmund,Ein Frankfurt,2,0
2015-04-26,2014/2015,30,M'gladbach,Wolfsburg,1,0
2015-04-26,2014/2015,30,Paderborn,Werder Bremen,2,2
2015-05-02,2014/2015,31,Augsburg,FC Koln,0,0
2015-05-02,2014/2015,31,Freiburg,Paderborn,1,2
2015-05-02,2014/2015,31,Hoffenheim,Dortmund,1,1
2015-05-02,2014/2015,31,Leverkusen,Bayern Munich,2,0
2015-05-02,2014/2015,31,Werder Bremen,Ein Frankfurt,1,0
2015-05-02,2014/2015,31,Wolfsburg,Hannover,2,2
2015-05-02,2014/2015,31,Schalke 04,Stuttgart,3,2
2015-05-03,2014/2015,31,Hertha,M'gladbach,1,2
2015-05-03,2014/2015,31,Mainz,Hamburg,1,2
2015-05-08,2014/2015,32,Hamburg,Freiburg,1,1
2015-05-09,2014/2015,32,Hannover,Werder Bremen,1,1
2015-05-09,2014/2015,32,M'gladbach,Leverkusen,3,0
2015-05-09,2014/2015,32,Stuttgart,Mainz,2,0
2015-05-09,2014/2015,32,Ein Frankfurt,Hoffenheim,3,1
2015-05-09,2014/2015,32,Bayern Munich,Augsburg,0,1
2015-05-09,2014/2015,32,Dortmund,Hertha,2,0
2015-05-10,2014/2015,32,FC Koln,Schalke 04,2,0
2015-05-10,2014/2015,32,Paderborn,Wolfsburg,1,3
2015-05-16,2014/2015,33,Augsburg,Hannover,1,2
2015-05-16,2014/2015,33,Freiburg,Bayern Munich,2,1
2015-05-16,2014/2015,33,Hertha,Ein Frankfurt,0,0
2015-05-16,2014/2015,33,Leverkusen,Hoffenheim,2,0
2015-05-16,2014/2015,33,Mainz,FC Koln,2,0
2015-05-16,2014/2015,33,Schalke 04,Paderborn,1,0
2015-05-16,2014/2015,33,Stuttgart,Hamburg,2,1
2015-05-16,2014/2015,33,Werder Bremen,M'gladbach,0,2
2015-05-16,2014/2015,33,Wolfsburg,Dortmund,2,1
2015-05-23,2014/2015,34,Hannover,Freiburg,2,1
2015-05-23,2014/2015,34,Hoffenheim,Hertha,2,1
2015-05-23,2014/2015,34,Hamburg,Schalke 04,2,0
2015-05-23,2014/2015,34,M'gladbach,Augsburg,1,3
2015-05-23,2014/2015,34,Ein Frankfurt,Leverkusen,2,1
2015-05-23,2014/2015,34,Dortmund,Werder Bremen,3,2
2015-05-23,2014/2015,34,Bayern Munich,Mainz,2,0
2015-05-23,2014/2015,34,FC Koln,Wolfsburg,2,2
2015-05-23,2014/2015,34,Paderborn,Stuttgart,1,2
2015-08-14,2015/2016,1,Bayern Munich,Hamburg,5,0
2015-08-15,2015/2016,1,Augsburg,Hertha,0,1
2015-08-15,2015/2016,1,Darmstadt,Hannover,2,2
2015-08-15,2015/2016,1,Dortmund,M'gladbach,4,0
2015-08-15,2015/2016,1,Leverkusen,Hoffenheim,2,1
2015-08-15,2015/2016,1,Mainz,Ingolstadt,0,1
2015-08-15,2015/2016,1,Werder Bremen,Schalke 04,0,3
2015-08-16,2015/2016,1,Stuttgart,FC Koln,1,3
2015-08-16,2015/2016,1,Wolfsburg,Ein Frankfurt,2,1
2015-08-21,2015/2016,2,Hertha,Werder Bremen,1,1
2015-08-22,2015/2016,2,Schalke 04,Darmstadt,1,1
2015-08-22,2015/2016,2,Hoffenheim,Bayern Munich,1,2
2015-08-22,2015/2016,2,Hannover,Leverkusen,0,1
2015-08-22,2015/2016,2,Ein Frankfurt,Augsburg,1,1
2015-08-22,2015/2016,2,FC Koln,Wolfsburg,1,1
2015-08-22,2015/2016,2,Hamburg,Stuttgart,3,2
2015-08-23,2015/2016,2,Ingolstadt,Dortmund,0,4
2015-08-23,2015/2016,2,M'gladbach,Mainz,1,2
2015-08-28,2015/2016,3,Wolfsburg,Schalke 04,3,0
2015-08-29,2015/2016,3,Mainz,Hannover,3,0
2015-08-29,2015/2016,3,Stuttgart,Ein Frankfurt,1,4
2015-08-29,2015/2016,3,FC Koln,Hamburg,2,1
2015-08-29,2015/2016,3,Augsburg,Ingolstadt,0,1
2015-08-29,2015/2016,3,Bayern Munich,Leverkusen,3,0
2015-08-29,2015/2016,3,Darmstadt,Hoffenheim,0,0
2015-08-30,2015/2016,3,Dortmund,Hertha,3,1
2015-08-30,2015/2016,3,Werder Bremen,M'gladbach,2,1
2015-09-11,2015/2016,4,M'gladbach,Hamburg,0,3
2015-09-12,2015/2016,4,Bayern Munich,Augsburg,2,1
2015-09-12,2015/2016,4,Ein Frankfurt,FC Koln,6,2
2015-09-12,2015/2016,4,Hannover,Dortmund,2,4
2015-09-12,2015/2016,4,Hertha,Stuttgart,2,1
2015-09-12,2015/2016,4,Ingolstadt,Wolfsburg,0,0
2015-09-12,2015/2016,4,Leverkusen,Darmstadt,0,1
2015-09-13,2015/2016,4,Hoffenheim,Werder Bremen,1,3
2015-09-13,2015/2016,4,Schalke 04,Mainz,2,1
2015-09-18,2015/2016,5,Mainz,Hoffenheim,3,1
2015-09-19,2015/2016,5,Wolfsburg,Hertha,2,0
2015-09-19,2015/2016,5,Werder Bremen,Ingolstadt,0,1
2015-09-19,2015/2016,5,Darmstadt,Bayern Munich,0,3
2015-09-19,2015/2016,5,FC Koln,M'gladbach,1,0
2015-09-19,2015/2016,5,Hamburg,Ein Frankfurt,0,0
2015-09-20,2015/2016,5,Augsburg,Hannover,2,0
2015-09-20,2015/2016,5,Dortmund,Leverkusen,3,0
2015-09-20,2015/2016,5,Stuttgart,Schalke 04,0,1
2015-09-22,2015/2016,6,Bayern Munich,Wolfsburg,5,1
2015-09-22,2015/2016,6,Darmstadt,Werder Bremen,2,1
2015-09-22,2015/2016,6,Hertha,FC Koln,2,0
2015-09-22,2015/2016,6,Ingolstadt,Hamburg,0,1
2015-09-23,2015/2016,6,Hannover,Stuttgart,1,3
2015-09-23,2015/2016,6,Hoffenheim,Dortmund,1,1
2015-09-23,2015/2016,6,Leverkusen,Mainz,1,0
2015-09-23,2015/2016,6,M'gladbach,Augsburg,4,2
2015-09-23,2015/2016,6,Schalke 04,Ein Frankfurt,2,0
2015-09-25,2015/2016,7,FC Koln,Ingolstadt,1,1
2015-09-26,2015/2016,7,Stuttgart,M'gladbach,1,3
2015-09-26,2015/2016,7,Werder Bremen,Leverkusen,0,3
2015-09-26,2015/2016,7,Wolfsburg,Hannover,1,1
2015-09-26,2015/2016,7,Mainz,Bayern Munich,0,3
2015-09-26,2015/2016,7,Augsburg,Hoffenheim,1,3
2015-09-26,2015/2016,7,Hamburg,Schalke 04,0,1
2015-09-27,2015/2016,7,Dortmund,Darmstadt,2,2
2015-09-27,2015/2016,7,Ein Frankfurt,Hertha,1,1
2015-10-02,2015/2016,8,Darmstadt,Mainz,2,3
2015-10-03,2015/2016,8,M'gladbach,Wolfsburg,2,0
2015-10-03,2015/2016,8,Hoffenheim,Stuttgart,2,2
2015-10-03,2015/2016,8,Ingolstadt,Ein Frankfurt,2,0
2015-10-03,2015/2016,8,Hannover,Werder Bremen,1,0
2015-10-03,2015/2016,8,Hertha,Hamburg,3,0
2015-10-04,2015/2016,8,Bayern Munich,Dortmund,5,1
2015-10-04,2015/2016,8,Leverkusen,Augsburg,1,1
2015-10-04,2015/2016,8,Schalke 04,FC Koln,0,3
2015-10-16,2015/2016,9,Mainz,Dortmund,0,2
2015-10-17,2015/2016,9,Werder Bremen,Bayern Munich,0,1
2015-10-17,2015/2016,9,Wolfsburg,Hoffenheim,4,2
2015-10-17,2015/2016,9,Schalke 04,Hertha,2,1
2015-10-17,2015/2016,9,Hamburg,Leverkusen,0,0
2015-10-17,2015/2016,9,Ein Frankfurt,M'gladbach,1,5
2015-10-17,2015/2016,9,Augsburg,Darmstadt,0,2
2015-10-18,2015/2016,9,FC Koln,Hannover,0,1
2015-10-18,2015/2016,9,Stuttgart,Ingolstadt,1,0
2015-10-23,2015/2016,10,Hoffenheim,Hamburg,0,1
2015-10-24,2015/2016,10,Mainz,Werder Bremen,1,3
2015-10-24,2015/2016,10,Leverkusen,Stuttgart,4,3
2015-10-24,2015/2016,10,Ingolstadt,Hertha,0,1
2015-10-24,2015/2016,10,Darmstadt,Wolfsburg,0,1
2015-10-24,2015/2016,10,Bayern Munich,FC Koln,4,0
2015-10-24,2015/2016,10,Hannover,Ein Frankfurt,1,2
2015-10-25,2015/2016,10,Dortmund,Augsburg,5,1
2015-10-25,2015/2016,10,M'gladbach,Schalke 04,3,1
2015-10-30,2015/2016,11,Ein Frankfurt,Bayern Munich,0,0
2015-10-31,2015/2016,11,Werder Bremen,Dortmund,1,3
2015-10-31,2015/2016,11,Wolfsburg,Leverkusen,2,1
2015-10-31,2015/2016,11,Schalke 04,Ingolstadt,1,1
2015-10-31,2015/2016,11,Hertha,M'gladbach,1,4
2015-10-31,2015/2016,11,FC Koln,Hoffenheim,0,0
2015-10-31,2015/2016,11,Augsburg,Mainz,3,3
2015-11-01,2015/2016,11,Hamburg,Hannover,1,2
2015-11-01,2015/2016,11,Stuttgart,Darmstadt,2,0
2015-11-06,2015/2016,12,Hannover,Hertha,1,3
2015-11-07,2015/2016,12,Bayern Munich,Stuttgart,4,0
2015-11-07,2015/2016,12,Darmstadt,Hamburg,1,1
2015-11-07,2015/2016,12,Hoffenheim,Ein Frankfurt,0,0
2015-11-07,2015/2016,12,Leverkusen,FC Koln,1,2
2015-11-07,2015/2016,12,Mainz,Wolfsburg,2,0
2015-11-07,2015/2016,12,M'gladbach,Ingolstadt,0,0
2015-11-08,2015/2016,12,Augsburg,Werder Bremen,1,2
2015-11-08,2015/2016,12,Dortmund,Schalke 04,3,2
2015-11-20,2015/2016,13,Hamburg,Dortmund,3,1
2015-11-21,2015/2016,13,Wolfsburg,Werder Bremen,6,0
2015-11-21,2015/2016,13,Schalke 04,Bayern Munich,1,3
2015-11-21,2015/2016,13,Stuttgart,Augsburg,0,4
2015-11-21,2015/2016,13,FC Koln,Mainz,0,0
2015-11-21,2015/2016,13,Ein Frankfurt,Leverkusen,1,3
2015-11-21,2015/2016,13,M'gladbach,Hannover,2,1
2015-11-22,2015/2016,13,Hertha,Hoffenheim,1,0
2015-11-22,2015/2016,13,Ingolstadt,Darmstadt,3,1
2015-11-27,2015/2016,14,Darmstadt,FC Koln,0,0
2015-11-28,2015/2016,14,Werder Bremen,Hamburg,1,3
2015-11-28,2015/2016,14,Mainz,Ein Frankfurt,2,1
2015-11-28,2015/2016,14,Hoffenheim,M'gladbach,3,3
2015-11-28,2015/2016,14,Bayern Munich,Hertha,2,0
2015-11-28,2015/2016,14,Hannover,Ingolstadt,4,0
2015-11-29,2015/2016,14,Augsburg,Wolfsburg,0,0
2015-11-29,2015/2016,14,Dortmund,Stuttgart,4,1
2015-11-29,2015/2016,14,Leverkusen,Schalke 04,1,1
2015-12-04,2015/2016,15,Schalke 04,Hannover,3,1
2015-12-05,2015/2016,15,Wolfsburg,Dortmund,1,2
2015-12-05,2015/2016,15,Ingolstadt,Hoffenheim,1,1
2015-12-05,2015/2016,15,M'gladbach,Bayern Munich,3,1
2015-12-05,2015/2016,15,Hamburg,Mainz,1,3
2015-12-05,2015/2016,15,FC Koln,Augsburg,0,1
2015-12-05,2015/2016,15,Hertha,Leverkusen,2,1
2015-12-06,2015/2016,15,Ein Frankfurt,Darmstadt,0,1
2015-12-06,2015/2016,15,Stuttgart,Werder Bremen,1,1
2015-12-11,2015/2016,16,Mainz,Stuttgart,0,0
2015-12-12,2015/2016,16,Wolfsburg,Hamburg,1,1
2015-12-12,2015/2016,16,Leverkusen,M'gladbach,5,0
2015-12-12,2015/2016,16,Werder Bremen,FC Koln,1,1
2015-12-12,2015/2016,16,Darmstadt,Hertha,0,4
2015-12-12,2015/2016,16,Bayern Munich,Ingolstadt,2,0
2015-12-12,2015/2016,16,Hoffenheim,Hannover,1,0
2015-12-13,2015/2016,16,Augsburg,Schalke 04,2,1
2015-12-13,2015/2016,16,Dortmund,Ein Frankfurt,4,1
2015-12-18,2015/2016,17,Schalke 04,Hoffenheim,1,0
2015-12-19,2015/2016,17,Ingolstadt,Leverkusen,0,1
2015-12-19,2015/2016,17,Ein Frankfurt,Werder Bremen,2,1
2015-12-19,2015/2016,17,FC Koln,Dortmund,2,1
2015-12-19,2015/2016,17,Hamburg,Augsburg,0,1
2015-12-19,2015/2016,17,Hannover,Bayern Munich,0,1
2015-12-19,2015/2016,17,Stuttgart,Wolfsburg,3,1
2015-12-20,2015/2016,17,M'gladbach,Darmstadt,3,2
2015-12-20,2015/2016,17,Hertha,Mainz,2,0
2016-01-22,2015/2016,18,Hamburg,Bayern Munich,1,2
2016-01-23,2015/2016,18,FC Koln,Stuttgart,1,3
2016-01-23,2015/2016,18,Hannover,Darmstadt,1,2
2016-01-23,2015/2016,18,Hertha,Augsburg,0,0
2016-01-23,2015/2016,18,Hoffenheim,Leverkusen,1,1
2016-01-23,2015/2016,18,Ingolstadt,Mainz,1,0
2016-01-23,2015/2016,18,M'gladbach,Dortmund,1,3
2016-01-24,2015/2016,18,Schalke 04,Werder Bremen,1,3
2016-01-24,2015/2016,18,Ein Frankfurt,Wolfsburg,3,2
2016-01-29,2015/2016,19,Mainz,M'gladbach,1,0
2016-01-30,2015/2016,19,Augsburg,Ein Frankfurt,0,0
2016-01-30,2015/2016,19,Darmstadt,Schalke 04,0,2
2016-01-30,2015/2016,19,Dortmund,Ingolstadt,2,0
2016-01-30,2015/2016,19,Leverkusen,Hannover,3,0
2016-01-30,2015/2016,19,Stuttgart,Hamburg,2,1
2016-01-30,2015/2016,19,Werder Bremen,Hertha,3,3
2016-01-31,2015/2016,19,Bayern Munich,Hoffenheim,2,0
2016-01-31,2015/2016,19,Wolfsburg,FC Koln,1,1
2016-02-05,2015/2016,20,M'gladbach,Werder Bremen,5,1
2016-02-06,2015/2016,20,Ein Frankfurt,Stuttgart,2,4
2016-02-06,2015/2016,20,Hannover,Mainz,0,1
2016-02-06,2015/2016,20,Hertha,Dortmund,0,0
2016-02-06,2015/2016,20,Ingolstadt,Augsburg,2,1
2016-02-06,2015/2016,20,Leverkusen,Bayern Munich,0,0
2016-02-06,2015/2016,20,Schalke 04,Wolfsburg,3,0
2016-02-07,2015/2016,20,Hamburg,FC Koln,1,1
2016-02-07,2015/2016,20,Hoffenheim,Darmstadt,0,2
2016-02-12,2015/2016,21,Mainz,Schalke 04,2,1
2016-02-13,2015/2016,21,Wolfsburg,Ingolstadt,2,0
2016-02-13,2015/2016,21,Werder Bremen,Hoffenheim,1,1
2016-02-13,2015/2016,21,Stuttgart,Hertha,2,0
2016-02-13,2015/2016,21,Darmstadt,Leverkusen,1,2
2016-02-13,2015/2016,21,Dortmund,Hannover,1,0
2016-02-13,2015/2016,21,FC Koln,Ein Frankfurt,3,1
2016-02-14,2015/2016,21,Augsburg,Bayern Munich,1,3
2016-02-14,2015/2016,21,Hamburg,M'gladbach,3,2
2016-02-19,2015/2016,22,Ein Frankfurt,Hamburg,0,0
2016-02-20,2015/2016,22,M'gladbach,FC Koln,1,0
2016-02-20,2015/2016,22,Ingolstadt,Werder Bremen,2,0
2016-02-20,2015/2016,22,Bayern Munich,Darmstadt,3,1
2016-02-20,2015/2016,22,Hertha,Wolfsburg,1,1
2016-02-20,2015/2016,22,Hoffenheim,Mainz,3,2
2016-02-21,2015/2016,22,Hannover,Augsburg,0,1
2016-02-21,2015/2016,22,Leverkusen,Dortmund,0,1
2016-02-21,2015/2016,22,Schalke 04,Stuttgart,1,1
2016-02-26,2015/2016,23,FC Koln,Hertha,0,1
2016-02-27,2015/2016,23,Werder Bremen,Darmstadt,2,2
2016-02-27,2015/2016,23,Wolfsburg,Bayern Munich,0,2
2016-02-27,2015/2016,23,Hamburg,Ingolstadt,1,1
2016-02-27,2015/2016,23,Stuttgart,Hannover,1,2
2016-02-28,2015/2016,23,Augsburg,M'gladbach,2,2
2016-02-28,2015/2016,23,Dortmund,Hoffenheim,3,1
2016-02-28,2015/2016,23,Ein Frankfurt,Schalke 04,0,0
2016-02-28,2015/2016,23,Mainz,Leverkusen,3,1
2016-03-01,2015/2016,24,Hannover,Wolfsburg,0,4
2016-03-01,2015/2016,24,Ingolstadt,FC Koln,1,1
2016-03-02,2015/2016,24,Schalke 04,Hamburg,3,2
2016-03-02,2015/2016,24,M'gladbach,Stuttgart,4,0
2016-03-02,2015/2016,24,Leverkusen,Werder Bremen,1,4
2016-03-02,2015/2016,24,Darmstadt,Dortmund,0,2
2016-03-02,2015/2016,24,Hertha,Ein Frankfurt,2,0
2016-03-02,2015/2016,24,Bayern Munich,Mainz,1,2
2016-03-02,2015/2016,24,Hoffenheim,Augsburg,2,1
2016-03-05,2015/2016,25,Augsburg,Leverkusen,3,3
2016-03-05,2015/2016,25,Dortmund,Bayern Munich,0,0
2016-03-05,2015/2016,25,Ein Frankfurt,Ingolstadt,1,1
2016-03-05,2015/2016,25,FC Koln,Schalke 04,1,3
2016-03-05,2015/2016,25,Stuttgart,Hoffenheim,5,1
2016-03-05,2015/2016,25,Werder Bremen,Hannover,4,1
2016-03-05,2015/2016,25,Wolfsburg,M'gladbach,2,1
2016-03-06,2015/2016,25,Hamburg,Hertha,2,0
2016-03-06,2015/2016,25,Mainz,Darmstadt,0,0
2016-03-11,2015/2016,26,Hertha,Schalke 04,2,0
2016-03-12,2015/2016,26,Hoffenheim,Wolfsburg,1,0
2016-03-12,2015/2016,26,M'gladbach,Ein Frankfurt,3,0
2016-03-12,2015/2016,26,Ingolstadt,Stuttgart,3,3
2016-03-12,2015/2016,26,Hannover,FC Koln,0,2
2016-03-12,2015/2016,26,Bayern Munich,Werder Bremen,5,0
2016-03-12,2015/2016,26,Darmstadt,Augsburg,2,2
2016-03-13,2015/2016,26,Dortmund,Mainz,2,0
2016-03-13,2015/2016,26,Leverkusen,Hamburg,1,0
2016-03-18,2015/2016,27,Schalke 04,M'gladbach,2,1
2016-03-19,2015/2016,27,Ein Frankfurt,Hannover,1,0
2016-03-19,2015/2016,27,FC Koln,Bayern Munich,0,1
2016-03-19,2015/2016,27,Hamburg,Hoffenheim,1,3
2016-03-19,2015/2016,27,Hertha,Ingolstadt,2,1
2016-03-19,2015/2016,27,Werder Bremen,Mainz,1,1
2016-03-19,2015/2016,27,Wolfsburg,Darmstadt,1,1
2016-03-20,2015/2016,27,Augsburg,Dortmund,1,3
2016-03-20,2015/2016,27,Stuttgart,Leverkusen,0,2
2016-04-01,2015/2016,28,Leverkusen,Wolfsburg,3,0
2016-04-02,2015/2016,28,Mainz,Augsburg,4,2
2016-04-02,2015/2016,28,Dortmund,Werder Bremen,3,2
2016-04-02,2015/2016,28,Ingolstadt,Schalke 04,3,0
2016-04-02,2015/2016,28,Hannover,Hamburg,0,3
2016-04-02,2015/2016,28,Bayern Munich,Ein Frankfurt,1,0
2016-04-02,2015/2016,28,Darmstadt,Stuttgart,2,2
2016-04-03,2015/2016,28,Hoffenheim,FC Koln,1,1
2016-04-03,2015/2016,28,M'gladbach,Hertha,5,0
2016-04-08,2015/2016,29,Hertha,Hannover,2,2
2016-04-09,2015/2016,29,Wolfsburg,Mainz,1,1
2016-04-09,2015/2016,29,Werder Bremen,Augsburg,1,2
2016-04-09,2015/2016,29,Stuttgart,Bayern Munich,1,3
2016-04-09,2015/2016,29,Ingolstadt,M'gladbach,1,0
2016-04-09,2015/2016,29,Ein Frankfurt,Hoffenheim,0,2
2016-04-09,2015/2016,29,Hamburg,Darmstadt,1,2
2016-04-10,2015/2016,29,FC Koln,Leverkusen,0,2
2016-04-10,2015/2016,29,Schalke 04,Dortmund,2,2
2016-04-15,2015/2016,30,Hannover,M'gladbach,2,0
2016-04-16,2015/2016,30,Werder Bremen,Wolfsburg,3,2
2016-04-16,2015/2016,30,Leverkusen,Ein Frankfurt,3,0
2016-04-16,2015/2016,30,Hoffenheim,Hertha,2,1
2016-04-16,2015/2016,30,Darmstadt,Ingolstadt,2,0
2016-04-16,2015/2016,30,Augsburg,Stuttgart,1,0
2016-04-16,2015/2016,30,Bayern Munich,Schalke 04,3,0
2016-04-17,2015/2016,30,Dortmund,Hamburg,3,0
2016-04-17,2015/2016,30,Mainz,FC Koln,2,3
2016-04-22,2015/2016,31,Hamburg,Werder Bremen,2,1
2016-04-23,2015/2016,31,FC Koln,Darmstadt,4,1
2016-04-23,2015/2016,31,Hertha,Bayern Munich,0,2
2016-04-23,2015/2016,31,Ingolstadt,Hannover,2,2
2016-04-23,2015/2016,31,Stuttgart,Dortmund,0,3
2016-04-23,2015/2016,31,Wolfsburg,Augsburg,0,2
2016-04-23,2015/2016,31,Schalke 04,Leverkusen,2,3
2016-04-24,2015/2016,31,Ein Frankfurt,Mainz,2,1
2016-04-24,2015/2016,31,M'gladbach,Hoffenheim,3,1
2016-04-29,2015/2016,32,Augsburg,FC Koln,0,0
2016-04-30,2015/2016,32,Hoffenheim,Ingolstadt,2,1
2016-04-30,2015/2016,32,Leverkusen,Hertha,2,1
2016-04-30,2015/2016,32,Mainz,Hamburg,0,0
2016-04-30,2015/2016,32,Dortmund,Wolfsburg,5,1
2016-04-30,2015/2016,32,Darmstadt,Ein Frankfurt,1,2
2016-04-30,2015/2016,32,Bayern Munich,M'gladbach,1,1
2016-04-30,2015/2016,32,Hannover,Schalke 04,1,3
2016-05-02,2015/2016,32,Werder Bremen,Stuttgart,6,2
2016-05-07,2015/2016,33,Ein Frankfurt,Dortmund,1,0
2016-05-07,2015/2016,33,FC Koln,Werder Bremen,0,0
2016-05-07,2015/2016,33,Hamburg,Wolfsburg,0,1
2016-05-07,2015/2016,33,Hannover,Hoffenheim,1,0
2016-05-07,2015/2016,33,Hertha,Darmstadt,1,2
2016-05-07,2015/2016,33,Ingolstadt,Bayern Munich,1,2
2016-05-07,2015/2016,33,M'gladbach,Leverkusen,2,1
2016-05-07,2015/2016,33,Schalke 04,Augsburg,1,1
2016-05-07,2015/2016,33,Stuttgart,Mainz,1,3
2016-05-14,2015/2016,34,Leverkusen,Ingolstadt,3,2
2016-05-14,2015/2016,34,Mainz,Hertha,0,0
2016-05-14,2015/2016,34,Hoffenheim,Schalke 04,1,4
2016-05-14,2015/2016,34,Werder Bremen,Ein Frankfurt,1,0
2016-05-14,2015/2016,34,Darmstadt,M'gladbach,0,2
2016-05-14,2015/2016,34,Bayern Munich,Hannover,3,1
2016-05-14,2015/2016,34,Augsburg,Hamburg,1,3
2016-05-14,2015/2016,34,Dortmund,FC Koln,2,2
2016-05-14,2015/2016,34,Wolfsburg,Stuttgart,3,1
2016-08-26,2016/2017,1,Bayern Munich,Werder Bremen,6,0
2016-08-27,2016/2017,1,Augsburg,Wolfsburg,0,2
2016-08-27,2016/2017,1,Dortmund,Mainz,2,1
2016-08-27,2016/2017,1,Ein Frankfurt,Schalke 04,1,0
2016-08-27,2016/2017,1,FC Koln,Darmstadt,2,0
2016-08-27,2016/2017,1,Hamburg,Ingolstadt,1,1
2016-08-27,2016/2017,1,M'gladbach,Leverkusen,2,1
2016-08-28,2016/2017,1,Hertha,Freiburg,2,1
2016-08-28,2016/2017,1,Hoffenheim,RB Leipzig,2,2
2016-09-09,2016/2017,2,Schalke 04,Bayern Munich,0,2
2016-09-10,2016/2017,2,Wolfsburg,FC Koln,0,0
2016-09-10,2016/2017,2,RB Leipzig,Dortmund,1,0
2016-09-10,2016/2017,2,Leverkusen,Hamburg,3,1
2016-09-10,2016/2017,2,Darmstadt,Ein Frankfurt,1,0
2016-09-10,2016/2017,2,Freiburg,M'gladbach,3,1
2016-09-10,2016/2017,2,Ingolstadt,Hertha,0,2
2016-09-11,2016/2017,2,Mainz,Hoffenheim,4,4
2016-09-11,2016/2017,2,Werder Bremen,Augsburg,1,2
2016-09-16,2016/2017,3,FC Koln,Freiburg,3,0
2016-09-17,2016/2017,3,Hoffenheim,Wolfsburg,0,0
2016-09-17,2016/2017,3,M'gladbach,Werder Bremen,4,1
2016-09-17,2016/2017,3,Hamburg,RB Leipzig,0,4
2016-09-17,2016/2017,3,Bayern Munich,Ingolstadt,3,1
2016-09-17,2016/2017,3,Dortmund,Darmstadt,6,0
2016-09-17,2016/2017,3,Ein Frankfurt,Leverkusen,2,1
2016-09-18,2016/2017,3,Augsburg,Mainz,1,3
2016-09-18,2016/2017,3,Hertha,Schalke 04,2,0
2016-09-20,2016/2017,4,Darmstadt,Hoffenheim,1,1
2016-09-20,2016/2017,4,Freiburg,Hamburg,1,0
2016-09-20,2016/2017,4,Ingolstadt,Ein Frankfurt,0,2
2016-09-20,2016/2017,4,Wolfsburg,Dortmund,1,5
2016-09-21,2016/2017,4,Werder Bremen,Mainz,1,2
2016-09-21,2016/2017,4,Schalke 04,FC Koln,1,3
2016-09-21,2016/2017,4,Bayern Munich,Hertha,3,0
2016-09-21,2016/2017,4,Leverkusen,Augsburg,0,0
2016-09-21,2016/2017,4,RB Leipzig,M'gladbach,1,1
2016-09-23,2016/2017,5,Dortmund,Freiburg,3,1
2016-09-24,2016/2017,5,M'gladbach,Ingolstadt,2,0
2016-09-24,2016/2017,5,Werder Bremen,Wolfsburg,2,1
2016-09-24,2016/2017,5,Mainz,Leverkusen,2,3
2016-09-24,2016/2017,5,Augsburg,Darmstadt,1,0
